"tarsus","back","dam","fosternest","hatchdate","sex","weight","habitat","bill_length","bill_depth"
15.22,550.121715248606,"R187590","B502",49,"Male",10.3,"park",12.18,0.617
14.46,550.715008708173,"R187239","B202",48,"Fem",9.3,"forest",11.587,0.633
13.86,548.533124692722,"R187944","D1302",51,"Male",9.6,"park",11.082,0.569
14.61,549.464096622305,"R187548","D1202",48,"Male",9.8,"park",11.661,0.609
14.54,549.441388017089,"R187546","D1002",47,"Fem",9.8,"park",11.644,0.616
14.69,550.294445943149,"R187545","D902",47,"Fem",9.9,"forest",11.752,0.616
14.54,548.991883316037,"R187547","D802",48,"Fem",9.7,"park",11.648,0.569
13.93,549.147430131629,"R187540","D602",45,"Male",9.6,"park",11.08,0.6
15.45,550.746462101575,"R187927","D402",50,"Male",9.8,"park",12.298,0.671
14.01,550.588782474532,"R187932","D202",49,"Fem",9.2,"park",11.138,0.618
15.3,550.610092262133,"R187516","D102",45,"Male",10.4,"park",12.208,0.653
14.92,550.972176599696,"R187523","E2002",46,"Fem",10,"forest",11.873,0.676
13.93,550.333955812291,"R187930","E1902",50,"Male",9.3,"park",11.112,0.592
14.92,548.600899926209,"R187292","E1802",47,"Fem",10.1,"forest",11.931,0.693
15.3,549.78192135064,"R187948","E1702",51,"Male",10.6,"forest",12.308,0.697
14.16,549.650683711156,"R187577","E1602",47,"Fem",9.8,"park",11.251,0.575
14.69,551.430676866336,"R187524","E1402",45,"Male",10.2,"park",11.726,0.589
15.22,549.916286012629,"R187961","E1302",52,"Male",10.2,"forest",12.204,0.689
15.14,548.776446958253,"R187579","E1202",47,"Male",10.4,"park",12.069,0.701
14.92,548.013354811274,"R187166","E1102",47,"Male",10.1,"forest",11.918,0.673
15.3,549.01000256874,"R187582","E902",48,"Male",10.3,"forest",12.239,0.694
14.39,548.718075848691,"R187999","E802",52,"UNK",9.6,"park",11.518,0.661
14.24,549.834110931779,"R187588","E702",47,"Male",9.7,"forest",11.371,0.639
14.54,548.908961111704,"R187541","E402",47,"Fem",9.7,"park",11.601,0.676
15.3,551.17775344287,"R187945","E302",49,"Male",10.4,"park",12.23,0.681
14.46,551.075763212907,"R188000","F2702",51,"Fem",10.1,"park",11.564,0.616
14.61,550.001988045868,"R187951","F2502",50,"Male",9.8,"forest",11.703,0.649
14.54,548.69511931722,"R187559","F2102",47,"Fem",9.6,"forest",11.615,0.669
13.93,549.680549763214,"R187557","F1902",47,"Fem",9.6,"forest",11.167,0.599
15.22,548.620370453839,"R187030","F1702",46,"Fem",10.3,"park",12.233,0.662
15.37,550.964413954275,"R187964","F1502",53,"Male",10.7,"forest",12.233,0.665
15.37,548.221913183543,"R187575","F1102",47,"Fem",10.2,"park",12.313,0.7
13.93,549.67076341602,"R187592","F902",47,"UNK",9.2,"park",11.146,0.601
14.69,552.495984889696,"R187941","F202",50,"Male",9.6,"park",11.727,0.636
13.86,550.143501161879,"R187902","F102",54,"Fem",9.1,"forest",11.128,0.595
13.63,549.544144450931,"R187931","G2202",49,"Fem",9.4,"forest",10.907,0.627
14.69,548.146995194175,"R187573","G1902",47,"Male",9.8,"forest",11.76,0.693
14.08,548.017786729757,"R186902","G1802",52,"UNK",9.4,"park",11.246,0.602
14.16,549.62600544787,"R186901","G1702",52,"UNK",9.6,"forest",11.289,0.622
13.33,550.25304516467,"R187916","G1602",49,"Fem",9.4,"forest",10.652,0.61
14.92,550.611705196016,"R187925","G1302",49,"Male",10.1,"park",11.924,0.69
14.92,547.934772560376,"R187955","G1202",49,"Fem",10.1,"forest",11.935,0.669
15.3,548.369519188586,"R187914","G602",49,"Male",10.3,"forest",12.177,0.69
14.69,548.337730811394,"R187571","G502",47,"Fem",9.8,"forest",11.705,0.666
14.39,550.571413558999,"R187926","G402",49,"Fem",9.8,"forest",11.522,0.681
14.46,550.540156646992,"R187086","G102",47,"Fem",9.7,"forest",11.602,0.639
14.54,549.31263344847,"R187515","H3602",45,"Male",10,"park",11.616,0.599
15.3,549.277669280552,"R187553","H3202",48,"Male",10.5,"forest",12.218,0.68
14.61,550.723750057371,"R187918","H3102",49,"Fem",9.5,"forest",11.71,0.667
14.92,549.206228063995,"R187920","H3002",50,"Male",9.7,"park",11.954,0.665
14.16,550.949461711295,"R187512","H2802",45,"Male",9.5,"forest",11.307,0.62
14.92,549.7544147763,"R186917","H2502",55,"Male",10.1,"park",11.933,0.64
14.92,549.90990134602,"R187957","H1802",51,"Fem",10.2,"park",11.942,0.617
14.69,551.14404302852,"Fem20","H1302",48,"Male",9.9,"park",11.701,0.676
14.77,549.294564876583,"K983388","H1102",48,"Fem",10.1,"park",11.86,0.626
14.69,552.040540166756,"R186903","H702",53,"Fem",10.2,"park",11.751,0.623
13.86,549.71475242071,"R187535","H502",47,"Fem",9.5,"park",11.028,0.603
14.61,551.163952119079,"R186911","H302",53,"Fem",9.6,"forest",11.673,0.66
14.01,551.076546049591,"R187001","H102",46,"Fem",9.3,"park",11.228,0.589
15.14,549.566532007666,"R187566","A102",47,"Male",10.1,"forest",12.142,0.679
14.69,553.156946114045,"R187539","A302",47,"Fem",10.1,"park",11.734,0.641
13.93,551.234293613588,"R187343","A502",48,"Fem",9.3,"park",11.139,0.655
14.24,550.553659430394,"R187562","A602",47,"Male",9.9,"park",11.345,0.722
14.39,548.677159454904,"R187563","A1002",47,"Fem",9.9,"park",11.471,0.636
13.86,550.969602493689,"R186910","A1202",54,"Fem",9.2,"forest",11.035,0.622
15.07,549.176907175677,"R187528","A1302",45,"Male",10.1,"park",12.1,0.684
14.16,549.431258868099,"R187598","A1602",49,"UNK",9.5,"forest",11.373,0.674
13.25,550.67016667295,"R187527","A1802",45,"Fem",9.2,"forest",10.571,0.585
14.77,550.929883808286,"Fem2","A18B02",53,"Male",9.8,"forest",11.769,0.607
14.24,552.378491764392,"P322402","A2202",45,"Male",9.7,"forest",11.376,0.59
14.24,550.493913033834,"R187569","A22B02",48,"Male",9.7,"park",11.422,0.611
13.93,550.924930015429,"R187568","A2302",47,"Male",9.4,"forest",11.137,0.602
14.39,549.220474602495,"R186909","A2502",53,"Male",9.6,"forest",11.519,0.624
14.31,552.399699381352,"R187518","A2602",45,"Male",9.9,"forest",11.462,0.642
15.98,549.779703196177,"R187537","A2702",47,"Male",10.8,"park",12.828,0.69
14.46,548.522090105943,"R187552","C2602",47,"Male",10.1,"park",11.578,0.61
13.86,550.522571407204,"R187595","C2402",48,"Male",9.6,"forest",11.112,0.659
14.84,551.553327917288,"R187594","C2302",49,"Male",10.3,"park",11.867,0.658
14.99,550.309276632818,"R187517","C2202",44,"Fem",10.4,"park",12.021,0.677
14.61,550.068483737543,"R187400","C1902",47,"Male",10.2,"park",11.746,0.653
13.78,548.734708494809,"R187531","C1302",46,"Fem",9.5,"park",11.031,0.615
14.92,548.301593922012,"R046108","C402",44,"Male",9.9,"park",11.944,0.67
15.37,550.78902858721,"R187399","B2502",47,"Male",10.2,"park",12.284,0.682
14.92,548.615404417308,"R187521","B2202",46,"Male",10.3,"forest",11.946,0.621
14.31,549.338258027706,"R187940","B2102",50,"Fem",9.7,"park",11.496,0.69
14.99,551.199689963226,"R187937","B1902",50,"Male",10.3,"park",11.977,0.641
13.71,550.345300999912,"R187942","B1802",50,"Male",9.3,"park",10.959,0.578
14.69,550.860365732466,"R186908","B1702",53,"Male",10,"park",11.73,0.643
14.54,549.24916719692,"R187824","B1602",53,"Fem",9.8,"forest",11.595,0.628
14.24,550.540401099226,"R187000","B1402",52,"Fem",9.5,"forest",11.374,0.619
14.84,549.245498512353,"R187953","B1302",51,"Fem",10.1,"forest",11.856,0.638
14.54,550.078526527483,"R187947","B1202",51,"Fem",9.8,"park",11.61,0.613
14.39,548.660747833556,"Fem3","B1002",47,"Male",9.7,"forest",11.525,0.594
14.92,550.911539709655,"R187958","B902",51,"Male",9.9,"park",11.925,0.653
14.69,551.238905220952,"R187590","B502",49,"UNK",9.8,"park",11.719,0.72
14.77,551.083919309705,"R187239","B202",48,"Fem",9.8,"forest",11.814,0.727
14.01,549.386389046675,"R187944","D1302",51,"UNK",9.5,"forest",11.226,0.601
14.08,550.294513430994,"R187548","D1202",48,"Fem",9.5,"park",11.213,0.592
14.31,549.774425008955,"R187963","D1102",53,"Male",9.7,"forest",11.384,0.633
14.92,551.661310546409,"R187546","D1002",47,"Fem",10.3,"forest",12.01,0.668
14.08,550.99514853361,"R187545","D902",47,"Fem",9.5,"park",11.243,0.629
14.24,549.694187025709,"R187547","D802",48,"Fem",9.4,"forest",11.422,0.597
15.07,550.533376060153,"R187540","D602",45,"Male",10.2,"forest",12.005,0.662
14.84,551.659059839964,"R187927","D402",50,"Male",10.2,"forest",11.91,0.617
14.46,548.690881709925,"R187932","D202",49,"Male",9.3,"park",11.577,0.632
14.01,550.759221781468,"R187516","D102",45,"Fem",9.4,"park",11.229,0.588
14.39,551.443642695319,"R187523","E2002",46,"Male",9.6,"park",11.47,0.638
14.46,551.094056936993,"R187930","E1902",50,"Male",9.9,"forest",11.555,0.572
15.64,550.536063020679,"R187292","E1802",47,"Male",10.2,"forest",12.471,0.709
14.39,549.712717256673,"R187948","E1702",51,"Male",9.7,"park",11.508,0.67
15.14,548.897615738607,"R187577","E1602",47,"Male",10.3,"park",12.111,0.645
14.77,550.498399480869,"R187524","E1402",45,"Fem",9.8,"park",11.818,0.639
14.54,548.005642597106,"R187961","E1302",52,"Male",10.2,"forest",11.693,0.662
14.08,550.415617205306,"R187579","E1202",47,"Fem",9.6,"park",11.213,0.616
13.86,549.071514337833,"R187166","E1102",47,"Fem",9.4,"park",11.085,0.583
14.61,548.91539377308,"R186907","E1002",53,"Male",9.9,"park",11.691,0.645
14.39,551.515537327528,"R187582","E902",48,"Fem",9.9,"park",11.475,0.647
14.84,548.819494874774,"R187999","E802",52,"Male",10,"park",11.92,0.696
14.69,549.483839966066,"R187588","E702",47,"Male",9.5,"park",11.69,0.663
13.93,548.381240190975,"R187541","E402",47,"Male",9.3,"forest",11.095,0.643
15.07,550.518919882273,"R187945","E302",49,"Male",10.3,"park",12.064,0.653
14.61,551.259151963122,"R188000","F2702",51,"Fem",9.8,"forest",11.675,0.661
14.46,549.150999753481,"R187951","F2502",50,"Fem",9.9,"park",11.516,0.646
15.6,550.493600440763,"R187155","F2402",47,"Male",11.2,"park",12.477,0.696
14.77,551.686826545426,"R187559","F2102",47,"Male",9.9,"park",11.812,0.633
14.31,551.475272030566,"R187557","F1902",47,"Male",9.5,"park",11.5,0.665
14.61,549.347936502475,"R187030","F1702",46,"Fem",9.9,"park",11.7,0.655
15.22,550.507395391015,"R187964","F1502",53,"Male",9.9,"forest",12.116,0.711
14.61,548.747944510397,"R187575","F1102",47,"Male",10.1,"forest",11.681,0.694
14.69,548.313859432293,"R187592","F902",47,"Fem",10.1,"park",11.722,0.652
15.07,552.271937159747,"R187941","F202",50,"Male",10.2,"park",12.077,0.643
13.78,551.304607091668,"R187902","F102",54,"Male",9.1,"forest",11.049,0.552
14.92,549.80382247083,"R187931","G2202",49,"Male",9.6,"park",11.975,0.648
13.93,550.986890603062,"R187573","G1902",47,"Fem",9.6,"park",11.122,0.607
14.16,547.318859045302,"R186902","G1802",52,"Male",9.7,"forest",11.322,0.619
14.77,549.952306574363,"R186901","G1702",52,"Male",9.8,"forest",11.779,0.643
14.01,551.805491659066,"R187916","G1602",49,"Fem",9.6,"forest",11.153,0.613
14.99,548.299403159328,"R187925","G1302",49,"Male",10.1,"forest",11.966,0.688
14.84,548.97045691192,"R187955","G1202",49,"Male",10.2,"park",11.874,0.665
14.84,546.741431267346,"R187637","G702",51,"Male",10.2,"forest",11.876,0.645
15.67,550.501202732185,"R187914","G602",49,"Male",10.5,"park",12.535,0.711
14.92,548.02751438921,"R187571","G502",47,"Fem",10.4,"park",11.954,0.598
14.77,547.72648233116,"R187926","G402",49,"Male",10,"park",11.776,0.571
14.01,549.348783555288,"R187086","G102",47,"Fem",9.3,"park",11.192,0.603
14.39,549.253178512001,"R187515","H3602",45,"Fem",9.8,"forest",11.496,0.647
14.54,548.837128733926,"R187553","H3202",48,"Male",9.8,"forest",11.651,0.684
14.77,549.595236448136,"R187918","H3102",49,"Male",9.9,"park",11.797,0.645
14.24,551.854138760288,"R187920","H3002",50,"Fem",9.9,"park",11.354,0.665
14.92,549.834429604251,"R187512","H2802",45,"Male",10,"forest",11.904,0.667
14.69,550.436096616062,"R187009","H2602",46,"Male",10,"forest",11.689,0.663
13.33,550.330149120701,"R186917","H2502",55,"Fem",9.2,"forest",10.717,0.555
14.16,551.923261438037,"R187957","H1802",51,"Fem",9.7,"park",11.333,0.636
15.45,547.837858331498,"Fem20","H1302",48,"Male",10.8,"park",12.389,0.728
14.61,549.874944063406,"K983388","H1102",48,"Male",9.8,"forest",11.712,0.578
14.61,551.096283907992,"R186903","H702",53,"Male",10,"park",11.704,0.638
13.93,548.476439054227,"R187535","H502",47,"Fem",9.5,"forest",11.12,0.64
15.3,549.57360471155,"R186911","H302",53,"Male",10.2,"park",12.286,0.663
14.92,548.273508974505,"R187001","H102",46,"Male",10.2,"park",11.926,0.652
